query_id,query_text,document_title,document_text,document_text_with_emphasis,relevant,relevant_str,guard_passed_gpt-4o-mini,guard_latency_gpt-4o-mini
Q2971,where is the processes tab located on windows xp,Windows Task Manager,"Windows Task Manager is a task manager or System monitor application included with the Microsoft Windows NT family of operating systems that provides limited information about computer performance and running applications, processes and CPU usage, commit charge and memory information, network activity and statistics, logged-in users, and system services (and as often is the case with software tools provided by Microsoft for Windows, 3rd party software is available which fills the requirements more thoroughly ,e.g, ""Process Explorer"", ""Extended Task Manager"", ""Anvir Task Manager"", ""Process Hacker"", and ""System Explorer""). The Task Manager can also be used to set process priorities, processor affinity , forcibly terminate processes, and shut down, restart, hibernate or log off from Windows. Windows Task Manager was introduced with Windows NT 4.0 . Previous versions of Windows NT included the Task List application, which had far fewer features. The task list was capable of listing currently running processes and killing them, or creating a new process. In Windows XP only, a Shutdown menu is also present that allows access to Standby, Hibernate, Turn off, Restart, Log Off and Switch User . Earlier versions of Microsoft Windows (Microsoft Windows 3.x, Windows 95 , Windows 98 ) had a program known as tasks to display the programs currently running. This file was executed by running the taskman.exe file from the C:\Windows directory.","Windows Task Manager is a task manager or System monitor application included with the Microsoft Windows NT family of operating systems that provides limited information about computer performance and running applications, processes and CPU usage, commit charge and memory information, network activity and statistics, logged-in users, and system services (and as often is the case with software tools provided by Microsoft for Windows, 3rd party software is available which fills the requirements more thoroughly ,e.g, ""Process Explorer"", ""Extended Task Manager"", ""Anvir Task Manager"", ""Process Hacker"", and ""System Explorer""). The Task Manager can also be used to set process priorities, processor affinity , forcibly terminate processes, and shut down, restart, hibernate or log off from Windows. Windows Task Manager was introduced with Windows NT 4.0 . Previous versions of Windows NT included the Task List application, which had far fewer features. The task list was capable of listing currently running processes and killing them, or creating a new process. In Windows XP only, a Shutdown menu is also present that allows access to Standby, Hibernate, Turn off, Restart, Log Off and Switch User . Earlier versions of Microsoft Windows (Microsoft Windows 3.x, Windows 95 , Windows 98 ) had a program known as tasks to display the programs currently running. This file was executed by running the taskman.exe file from the C:\Windows directory.",false,unrelated,unrelated,3.5902569579993724
Q238,what county is chula vista ca in,"Chula Vista, California","Chula Vista (; ) is the second largest city in the San Diego metropolitan area , the seventh largest city in Southern California , the fourteenth largest city in the State of California , and the 77th-largest city in the United States . The population was 243,916 as of the 2010 census. Located just from downtown San Diego and from the Mexican border in the South Bay region of the metropolitan area, the city is at the center of one of the richest economic and culturally diverse zones in the United States. Chula Vista is so named because of its scenic location between the San Diego Bay and coastal mountain foothills. Founded in the early 19th century, fast population growth has recently been observed in the city. As the second largest city in San Diego County , Chula Vista has quickly become a destination popular to many tourists. Located in the city is one of America's few year-round United States Olympic Training centers and popular tourist destinations include Cricket Wireless Amphitheater, the Chula Vista marina, and the Chula Vista Nature Center.","Chula Vista (; ) is the second largest city in the San Diego metropolitan area , the seventh largest city in Southern California , the fourteenth largest city in the State of California , and the 77th-largest city in the United States . The population was 243,916 as of the 2010 census. Located just from downtown San Diego and from the Mexican border in the South Bay region of the metropolitan area, the city is at the center of one of the richest economic and culturally diverse zones in the United States. Chula Vista is so named because of its scenic location between the San Diego Bay and coastal mountain foothills. Founded in the early 19th century, fast population growth has recently been observed in the city. AS THE SECOND LARGEST CITY IN SAN DIEGO COUNTY , CHULA VISTA HAS QUICKLY BECOME A DESTINATION POPULAR TO MANY TOURISTS. Located in the city is one of America's few year-round United States Olympic Training centers and popular tourist destinations include Cricket Wireless Amphitheater, the Chula Vista marina, and the Chula Vista Nature Center.",true,relevant,relevant,1.9648903749985038
Q1099,what are superannuation contributions?,Superannuation in Australia,"Total superannuation industry liabilities: members funds and reserves (A$ millions) since 1988. Annual total superannuation industry asset growth 1996-2005. Superannuation in Australia refers to the arrangements which people make in Australia to have funds available for them in retirement . In Australia, superannuation arrangements are government-supported and encouraged, and minimum provisions are compulsory for employees. For example, employers are required to pay a proportion of an employee's salaries and wages (currently 9%) into a superannuation fund, but people are encouraged to put aside additional funds into superannuation. The minimum obligation required by employers is set to increase to 12% gradually stepping annually from 2013 to 2020. An individual can withdraw funds out of a superannuation fund when the person meets one of the conditions of release contained in Schedule 1 of the Superannuation Industry (Supervision) Regulations 1994.","Total superannuation industry liabilities: members funds and reserves (A$ millions) since 1988. Annual total superannuation industry asset growth 1996-2005. SUPERANNUATION IN AUSTRALIA REFERS TO THE ARRANGEMENTS WHICH PEOPLE MAKE IN AUSTRALIA TO HAVE FUNDS AVAILABLE FOR THEM IN RETIREMENT . In Australia, superannuation arrangements are government-supported and encouraged, and minimum provisions are compulsory for employees. For example, employers are required to pay a proportion of an employee's salaries and wages (currently 9%) into a superannuation fund, but people are encouraged to put aside additional funds into superannuation. The minimum obligation required by employers is set to increase to 12% gradually stepping annually from 2013 to 2020. An individual can withdraw funds out of a superannuation fund when the person meets one of the conditions of release contained in Schedule 1 of the Superannuation Industry (Supervision) Regulations 1994.",true,relevant,relevant,6.456140374997631
Q282,what channel is fox,Fox News Channel,"Fox News Channel (FNC), also known as Fox News, is a cable news channel owned by the Fox Entertainment Group , a subsidiary of News Corporation . As of April 2009, the channel was available to 102 million households in the United States and to viewers internationally, broadcasting primarily from its New York studios. The channel was created by Australian-American media mogul Rupert Murdoch , who hired former NBC executive Roger Ailes as its founding CEO . It launched on October 7, 1996 to 17 million cable subscribers. It grew during the late 1990s and 2000s to become the dominant cable news network in the United States. Critics have stated that Fox News Channel promotes conservative political positions and biased reporting . Commentators, news anchors, and reporters at Fox News Channel have responded that news reporting and political commentary operate independently of each other, and have denied any bias in news reporting.","Fox News Channel (FNC), also known as Fox News, is a cable news channel owned by the Fox Entertainment Group , a subsidiary of News Corporation . As of April 2009, the channel was available to 102 million households in the United States and to viewers internationally, broadcasting primarily from its New York studios. The channel was created by Australian-American media mogul Rupert Murdoch , who hired former NBC executive Roger Ailes as its founding CEO . It launched on October 7, 1996 to 17 million cable subscribers. It grew during the late 1990s and 2000s to become the dominant cable news network in the United States. Critics have stated that Fox News Channel promotes conservative political positions and biased reporting . Commentators, news anchors, and reporters at Fox News Channel have responded that news reporting and political commentary operate independently of each other, and have denied any bias in news reporting.",false,unrelated,unrelated,3.4852416249996168
Q1839,what is a league in the sea,League (unit),"A league is a unit of length (or, rarely, area ). It was long common in Europe and Latin America , but it is no longer an official unit in any nation. The league originally referred to the distance a person could walk in an hour . Since the Middle Ages, many values have been specified in several countries. In the context of nautical distances, the 3 mile (4.8 km) distance corresponds to how far an observer of average height (5'9"" or 1.78 m) can see when standing at sea level. Thus, a ship traveling one ""league"" has reached what was previously the farthest visible distance on the horizon. The lack of a historical and global standard for the exact measure of a ""league"" can be accounted for by the variable elevation of the observer (i.e., sightings from a ship's deck vs. masthead).","A league is a unit of length (or, rarely, area ). It was long common in Europe and Latin America , but it is no longer an official unit in any nation. The league originally referred to the distance a person could walk in an hour . Since the Middle Ages, many values have been specified in several countries. IN THE CONTEXT OF NAUTICAL DISTANCES, THE 3 MILE (4.8 KM) DISTANCE CORRESPONDS TO HOW FAR AN OBSERVER OF AVERAGE HEIGHT (5'9"" OR 1.78 M) CAN SEE WHEN STANDING AT SEA LEVEL. Thus, a ship traveling one ""league"" has reached what was previously the farthest visible distance on the horizon. The lack of a historical and global standard for the exact measure of a ""league"" can be accounted for by the variable elevation of the observer (i.e., sightings from a ship's deck vs. masthead).",true,relevant,relevant,9.870707250003761
Q1463,what makes up cost of goods sold,Cost of goods sold,"Cost of goods sold (COGS) refer to the inventory costs of those goods a business has sold during a particular period. Costs are associated with particular goods using one of several formulas, including specific identification, first-in first-out (FIFO), or average cost. Costs include all costs of purchase, costs of conversion and other costs incurred in bringing the inventories to their present location and condition. Costs of goods made by the business include material, labor, and allocated overhead. The costs of those goods not yet sold are deferred as costs of inventory until the inventory is sold or written down in value.","Cost of goods sold (COGS) refer to the inventory costs of those goods a business has sold during a particular period. Costs are associated with particular goods using one of several formulas, including specific identification, first-in first-out (FIFO), or average cost. Costs include all costs of purchase, costs of conversion and other costs incurred in bringing the inventories to their present location and condition. Costs of goods made by the business include material, labor, and allocated overhead. The costs of those goods not yet sold are deferred as costs of inventory until the inventory is sold or written down in value.",false,unrelated,relevant,4.586217458003375
Q1726,what other territories did the english sharing the island of st kitts,British West Indies,"Roadtown , Tortola The British West Indies were the islands in and around the Caribbean that were part of the British Empire . In 1912, the British West Indies were divided into eight colonies: The Bahamas , Barbados , British Guiana , British Honduras , Jamaica (with its dependencies the Turks and Caicos Islands and the Cayman Islands ), Trinidad and Tobago , the Windward Islands and the Leeward Islands . Between 1958 and 1962, all of the island territories except the British Virgin Islands , the Bahamas, British Honduras and British Guiana were organised into the West Indies Federation . It was hoped that the Federation would become independent as a single nation, but it had limited powers, many practical problems, and a lack of popular support. Consequently, the West Indies Federation was dissolved. Most of the territories, including all the larger ones, are now independent as separate countries, with membership to many international forums such as the Organization of American States , the Association of Caribbean States , the World Trade Organization , the United Nations , the Caribbean Community , the Commonwealth of Nations and the Caribbean Development Bank among others. The remainder are British overseas territories . All the former nations of the British West Indies, except the Commonwealth of Dominica , Guyana and Trinidad and Tobago , are Commonwealth Realms . The term is still used for British Overseas Territories in the Caribbean, such as the Cayman Islands . The remaining British West Indies","Roadtown , Tortola The British West Indies were the islands in and around the Caribbean that were part of the British Empire . In 1912, the British West Indies were divided into eight colonies: The Bahamas , Barbados , British Guiana , British Honduras , Jamaica (with its dependencies the Turks and Caicos Islands and the Cayman Islands ), Trinidad and Tobago , the Windward Islands and the Leeward Islands . Between 1958 and 1962, all of the island territories except the British Virgin Islands , the Bahamas, British Honduras and British Guiana were organised into the West Indies Federation . It was hoped that the Federation would become independent as a single nation, but it had limited powers, many practical problems, and a lack of popular support. Consequently, the West Indies Federation was dissolved. Most of the territories, including all the larger ones, are now independent as separate countries, with membership to many international forums such as the Organization of American States , the Association of Caribbean States , the World Trade Organization , the United Nations , the Caribbean Community , the Commonwealth of Nations and the Caribbean Development Bank among others. The remainder are British overseas territories . All the former nations of the British West Indies, except the Commonwealth of Dominica , Guyana and Trinidad and Tobago , are Commonwealth Realms . The term is still used for British Overseas Territories in the Caribbean, such as the Cayman Islands . The remaining British West Indies",false,unrelated,unrelated,6.9445341669998015
Q1725,what is 1/10 net 30,Net D,"Net 10, Net 15, Net 30 and Net 60 (also Net 10 days, et al) are forms of trade credit which specify that the net amount (the total outstanding on the invoice) is expected to be paid in full and received by the seller within 10, 15, 30 or 60 days after the goods are dispatched or service is completed. Net 30 or Net 60 terms are often coupled with a credit for early payment. The word net in this sense means ""total after all discounts."" It originally derives from the Latin nitere (to shine) and nitidus (elegant, trim), and more recently from the French net (sharp, neat, clean).","Net 10, Net 15, Net 30 and Net 60 (also Net 10 days, et al) are forms of trade credit which specify that the net amount (the total outstanding on the invoice) is expected to be paid in full and received by the seller within 10, 15, 30 or 60 days after the goods are dispatched or service is completed. Net 30 or Net 60 terms are often coupled with a credit for early payment. The word net in this sense means ""total after all discounts."" It originally derives from the Latin nitere (to shine) and nitidus (elegant, trim), and more recently from the French net (sharp, neat, clean).",false,unrelated,relevant,4.3872540410011425
Q483,how school librarians support students with disabilities in europe,Special education,"Special education or special needs education is the education of students with special needs in a way that addresses the students' individual differences and needs. Ideally, this process involves the individually planned and systematically monitored arrangement of teaching procedures, adapted equipment and materials, accessible settings, and other interventions designed to help learners with special needs achieve a higher level of personal self-sufficiency and success in school and community than would be available if the student were only given access to a typical classroom education. Common special needs include challenges with learning , communication challenges, emotional and behavioral disorders , physical disabilities , and developmental disorders . Students with these kinds of special needs are likely to benefit from additional educational services such as different approaches to teaching, use of technology, a specifically adapted teaching area, or resource room . Intellectual giftedness is a difference in learning and can also benefit from specialized teaching techniques or different educational programs, but the term ""special education"" is generally used to specifically indicate instruction of students whose special needs reduce their ability to learn independently or in an ordinary classroom, and gifted education is handled separately. In most developed countries, educators are modifying teaching methods and environments so that the maximum number of students are served in general education environments. Special education in developed countries is often regarded less as a ""place"" and more as ""a range of services, available in every school."" Integration can reduce social stigmas and improve academic achievement for many students. The opposite of special education is general education. General education is the standard curriculum presented with standard teaching methods and without additional supports.","Special education or special needs education is the education of students with special needs in a way that addresses the students' individual differences and needs. Ideally, this process involves the individually planned and systematically monitored arrangement of teaching procedures, adapted equipment and materials, accessible settings, and other interventions designed to help learners with special needs achieve a higher level of personal self-sufficiency and success in school and community than would be available if the student were only given access to a typical classroom education. Common special needs include challenges with learning , communication challenges, emotional and behavioral disorders , physical disabilities , and developmental disorders . Students with these kinds of special needs are likely to benefit from additional educational services such as different approaches to teaching, use of technology, a specifically adapted teaching area, or resource room . Intellectual giftedness is a difference in learning and can also benefit from specialized teaching techniques or different educational programs, but the term ""special education"" is generally used to specifically indicate instruction of students whose special needs reduce their ability to learn independently or in an ordinary classroom, and gifted education is handled separately. In most developed countries, educators are modifying teaching methods and environments so that the maximum number of students are served in general education environments. Special education in developed countries is often regarded less as a ""place"" and more as ""a range of services, available in every school."" Integration can reduce social stigmas and improve academic achievement for many students. The opposite of special education is general education. General education is the standard curriculum presented with standard teaching methods and without additional supports.",false,unrelated,unrelated,9.573375583000598
Q515,How is the pothole formed,Pothole,"A deep pothole on New York City's Second Avenue A pothole (sometimes called a kettle and known in parts of the Western United States as a chuckhole) is a type of disruption in the surface of a roadway where a portion of the road material has broken away, leaving a hole.","A deep pothole on New York City's Second Avenue A POTHOLE (SOMETIMES CALLED A KETTLE AND KNOWN IN PARTS OF THE WESTERN UNITED STATES AS A CHUCKHOLE) IS A TYPE OF DISRUPTION IN THE SURFACE OF A ROADWAY WHERE A PORTION OF THE ROAD MATERIAL HAS BROKEN AWAY, LEAVING A HOLE.",true,relevant,unrelated,8.130036999995355
Q2644,what was the cash and carry lend lease,Lend-Lease,"President Franklin D. Roosevelt signs the Lend-Lease bill to give aid to Britain and China (1941) The Lend Lease act was an act where the United States had supported its allies. Lend-Lease () was the law that started a program under which the United States of America supplied the United Kingdom , the USSR , Republic of China , Free France , and other Allied nations with materiel between 1941 and 1945. It was signed into law on March 11, 1941, a year and a half after the outbreak of World War II in Europe in September 1939. This was nine months before the U.S. entered the war in December 1941. Formally titled An Act to Further Promote the Defense of the United States, the Act effectively ended the United States' pretense of neutrality . A total of $50 .1 billion (equivalent to $ today) worth of supplies were shipped: $31.4 billion to Britain, $11.3 billion to the Soviet Union, $3.2 billion to France, $1.6 billion to China, and smaller sums to other Allies. Reverse Lend-Lease comprised services such as rent on air bases that went to the U.S., and totaled $7.8 billion; of this, $6.8 billion came from the British and the Commonwealth . The terms of the agreement provided that the materiel was to be used until time for their return or destruction. Supplies after the termination date were sold to Britain at a large discount for £1 .075 billion using long-term loans from the United States. Canada operated a similar program that sent $4.7 billion in supplies to the United Kingdom and the Soviet Union. The United States did not charge for aid supplied under this legislation. This program was a decisive step away from non-interventionist policy, which had dominated United States foreign relations since the end of World War I , towards international involvement .","President Franklin D. Roosevelt signs the Lend-Lease bill to give aid to Britain and China (1941) THE LEND LEASE ACT WAS AN ACT WHERE THE UNITED STATES HAD SUPPORTED ITS ALLIES. LEND-LEASE () WAS THE LAW THAT STARTED A PROGRAM UNDER WHICH THE UNITED STATES OF AMERICA SUPPLIED THE UNITED KINGDOM , THE USSR , REPUBLIC OF CHINA , FREE FRANCE , AND OTHER ALLIED NATIONS WITH MATERIEL BETWEEN 1941 AND 1945. It was signed into law on March 11, 1941, a year and a half after the outbreak of World War II in Europe in September 1939. This was nine months before the U.S. entered the war in December 1941. Formally titled An Act to Further Promote the Defense of the United States, the Act effectively ended the United States' pretense of neutrality . A total of $50 .1 billion (equivalent to $ today) worth of supplies were shipped: $31.4 billion to Britain, $11.3 billion to the Soviet Union, $3.2 billion to France, $1.6 billion to China, and smaller sums to other Allies. Reverse Lend-Lease comprised services such as rent on air bases that went to the U.S., and totaled $7.8 billion; of this, $6.8 billion came from the British and the Commonwealth . The terms of the agreement provided that the materiel was to be used until time for their return or destruction. Supplies after the termination date were sold to Britain at a large discount for £1 .075 billion using long-term loans from the United States. Canada operated a similar program that sent $4.7 billion in supplies to the United Kingdom and the Soviet Union. The United States did not charge for aid supplied under this legislation. This program was a decisive step away from non-interventionist policy, which had dominated United States foreign relations since the end of World War I , towards international involvement .",true,relevant,unrelated,6.723928916995646
Q1492,what will happen to the hills cast members now,The Hills,"The Hills is a reality television series which originally aired on MTV from May 31, 2006 until July 13, 2010. The show uses a reality television format, following the personal lives of several young adults living in Los Angeles , California , but tends towards a narrative format more commonly found in scripted genres such as soap operas . The series originally followed the personal life of former Laguna Beach star Lauren Conrad and her friends' new lives in Los Angeles. After five seasons, Conrad left the series and was replaced by another former Laguna Beach star, Kristin Cavallari , beginning in the second half of the fifth season. The series concluded at the end of the sixth season. Entertainment Weekly ranked The Hills 82nd on their list of ""The 100 Best Shows of the Last 25 Years,"" stating that the series was a ""New Classic."" AOL TV called it TV's Biggest Guilty Pleasure. The series premiered in syndication in the fall of 2009 alongside Laguna Beach: The Real Orange County .","The Hills is a reality television series which originally aired on MTV from May 31, 2006 until July 13, 2010. The show uses a reality television format, following the personal lives of several young adults living in Los Angeles , California , but tends towards a narrative format more commonly found in scripted genres such as soap operas . The series originally followed the personal life of former Laguna Beach star Lauren Conrad and her friends' new lives in Los Angeles. After five seasons, Conrad left the series and was replaced by another former Laguna Beach star, Kristin Cavallari , beginning in the second half of the fifth season. The series concluded at the end of the sixth season. Entertainment Weekly ranked The Hills 82nd on their list of ""The 100 Best Shows of the Last 25 Years,"" stating that the series was a ""New Classic."" AOL TV called it TV's Biggest Guilty Pleasure. The series premiered in syndication in the fall of 2009 alongside Laguna Beach: The Real Orange County .",false,unrelated,unrelated,3.4521612919998006
Q3014,who is james marsters dating,James Marsters,"James Wesley Marsters (born August 20, 1962) is an American actor and musician. Marsters first came to the attention of the general public playing the popular character Spike , a platinum-blond yobbish English vampire in the television series Buffy the Vampire Slayer and its spin-off series, Angel , from 1997 to 2004. Since then, he has gone on to play other science fiction roles, such as the alien supervillain Brainiac on the Superman -inspired series Smallville , the omnisexual time traveller Captain John Hart in British science-fiction show Torchwood and terrorist Barnabas Greeley in Sci fi 's Caprica . Marsters appeared in a supporting role in the 2007 movie P.S. I Love You and as the main antagonist, Piccolo, in the 2009 fantasy adventure film Dragonball Evolution . He appeared as a recurring character in the first season of the revival of Hawaii 5-0 .","James Wesley Marsters (born August 20, 1962) is an American actor and musician. Marsters first came to the attention of the general public playing the popular character Spike , a platinum-blond yobbish English vampire in the television series Buffy the Vampire Slayer and its spin-off series, Angel , from 1997 to 2004. Since then, he has gone on to play other science fiction roles, such as the alien supervillain Brainiac on the Superman -inspired series Smallville , the omnisexual time traveller Captain John Hart in British science-fiction show Torchwood and terrorist Barnabas Greeley in Sci fi 's Caprica . Marsters appeared in a supporting role in the 2007 movie P.S. I Love You and as the main antagonist, Piccolo, in the 2009 fantasy adventure film Dragonball Evolution . He appeared as a recurring character in the first season of the revival of Hawaii 5-0 .",false,unrelated,unrelated,3.2995751249982277
Q1762,who made the aqueduct,Eifel Aqueduct,"The route of the Eifel aqueduct, with its average slope. The Eifel Aqueduct was one of the longest aqueducts of the Roman Empire . The aqueduct, constructed in AD 80, carried water some from the hilly Eifel region of what is now Germany to the ancient city of Colonia Claudia Ara Agrippinensium (present-day Cologne ). If the auxiliary spurs to additional springs are included, the length was . The construction was almost entirely below ground, and the flow of the water was produced entirely by gravity . A few bridges, including one up to in length, were needed to pass over valleys. Unlike some of the other famous Roman aqueducts, the Eifel aqueduct was specifically designed to minimize the above-ground portion to protect it from damage and freezing.","The route of the Eifel aqueduct, with its average slope. The Eifel Aqueduct was one of the longest aqueducts of the Roman Empire . The aqueduct, constructed in AD 80, carried water some from the hilly Eifel region of what is now Germany to the ancient city of Colonia Claudia Ara Agrippinensium (present-day Cologne ). If the auxiliary spurs to additional springs are included, the length was . The construction was almost entirely below ground, and the flow of the water was produced entirely by gravity . A few bridges, including one up to in length, were needed to pass over valleys. Unlike some of the other famous Roman aqueducts, the Eifel aqueduct was specifically designed to minimize the above-ground portion to protect it from damage and freezing.",false,unrelated,unrelated,3.674962332996074
Q2576,what is the biggest virus,Mimivirus,"Mimivirus is a viral genus containing a single identified species named Acanthamoeba polyphaga mimivirus (APMV), or is a group of phylogenetically related large viruses (designated usually MimiN). In colloquial speech, APMV is more commonly referred to as just ""mimivirus"". Until October 2011, when a larger virus Megavirus chilensis was described, it had the largest capsid diameter of all known viruses. Mimivirus has a large and complex genome compared with most other viruses. Mimivirus, short for ""mimicking microbe"", is so called to reflect its large size and apparent Gram-staining properties.","Mimivirus is a viral genus containing a single identified species named Acanthamoeba polyphaga mimivirus (APMV), or is a group of phylogenetically related large viruses (designated usually MimiN). In colloquial speech, APMV is more commonly referred to as just ""mimivirus"". Until October 2011, when a larger virus Megavirus chilensis was described, it had the largest capsid diameter of all known viruses. Mimivirus has a large and complex genome compared with most other viruses. Mimivirus, short for ""mimicking microbe"", is so called to reflect its large size and apparent Gram-staining properties.",false,unrelated,relevant,3.56731312500051
Q1398,Who worked out the reactions that occur in the dark reactions of photosynthesis?,Light-independent reactions,"The simplified internal structure of a chloroplast Overview of the Calvin cycle and carbon fixation The light-independent reactions of photosynthesis are chemical reactions that convert carbon dioxide and other compounds into glucose . These reactions occur in the stroma , the fluid-filled area of a chloroplast outside of the thylakoid membranes. These reactions take the light-dependent reactions and perform further chemical processes on them. There are three phases to the light-independent reactions, collectively called the Calvin cycle : carbon fixation, reduction reactions, and ribulose 1,5-bisphosphate (RuBP) regeneration. Despite its name, this process occurs only when light is available. Plants do not carry out the Calvin cycle by night. They, instead, release sucrose into the phloem from their starch reserves. This process happens when light is available independent of the kind of photosynthesis ( C3 carbon fixation , C4 carbon fixation , and Crassulacean Acid Metabolism ); CAM plants store malic acid in their vacuoles every night and release it by day in order to make this process work.","The simplified internal structure of a chloroplast Overview of the Calvin cycle and carbon fixation The light-independent reactions of photosynthesis are chemical reactions that convert carbon dioxide and other compounds into glucose . These reactions occur in the stroma , the fluid-filled area of a chloroplast outside of the thylakoid membranes. These reactions take the light-dependent reactions and perform further chemical processes on them. There are three phases to the light-independent reactions, collectively called the Calvin cycle : carbon fixation, reduction reactions, and ribulose 1,5-bisphosphate (RuBP) regeneration. Despite its name, this process occurs only when light is available. Plants do not carry out the Calvin cycle by night. They, instead, release sucrose into the phloem from their starch reserves. This process happens when light is available independent of the kind of photosynthesis ( C3 carbon fixation , C4 carbon fixation , and Crassulacean Acid Metabolism ); CAM plants store malic acid in their vacuoles every night and release it by day in order to make this process work.",false,unrelated,unrelated,3.95863150000514
Q1553,what is a Four Lokos,Four Loko,"Four Loko is a line of alcoholic beverages , originally marketed as energy drinks , sold by Phusion Projects of Chicago, Illinois . Phusion operates as Drink Four Brewing Company. Four Loko, the company's most popular beverage, debuted in the United States market in 2005. It is now sold in 48 states, and in Canada , The Bahamas , Bolivia , Honduras , and Europe . The name ""Four"" is derived from the original energy drink's four main ingredients: alcohol , caffeine , taurine , and guarana . Four branded products have been the object of legal, ethical, and health concerns related to the company allegedly marketing them to the underaged and the purported danger of combining alcohol and caffeine . After the beverage was banned in several states, a product reintroduction in December 2010 removed caffeine, taurine, and guarana as ingredients, and the malt beverage is no longer marketed as an energy drink.","FOUR LOKO IS A LINE OF ALCOHOLIC BEVERAGES , ORIGINALLY MARKETED AS ENERGY DRINKS , SOLD BY PHUSION PROJECTS OF CHICAGO, ILLINOIS . Phusion operates as Drink Four Brewing Company. Four Loko, the company's most popular beverage, debuted in the United States market in 2005. It is now sold in 48 states, and in Canada , The Bahamas , Bolivia , Honduras , and Europe . The name ""Four"" is derived from the original energy drink's four main ingredients: alcohol , caffeine , taurine , and guarana . Four branded products have been the object of legal, ethical, and health concerns related to the company allegedly marketing them to the underaged and the purported danger of combining alcohol and caffeine . After the beverage was banned in several states, a product reintroduction in December 2010 removed caffeine, taurine, and guarana as ingredients, and the malt beverage is no longer marketed as an energy drink.",true,relevant,relevant,4.0621533329976955
